Primary_Genre,All_Tags,Price_USD,Review_Score_Pct,Total_Reviews,Estimated_Owners
Adventure,Adventure;Action-Adventure;3D Platformer;2D Platformer;Puzzle Platformer;Cute;3D;2D;Cartoony;Family Friendly,9.89,76,2457,73710
Action,Action;3D;Adventure;Singleplayer;Historical;Controller;Character Customization;Multiplayer;Casual;Tutorial,29.99,70,1247,37410
Action,Souls-like;Dark Fantasy;RPG;Difficult;Action;Third Person;Atmospheric;Action RPG;Character Customization;Co-op,39.99,79,80208,2406240
Action,Flight;Space;VR;Multiplayer;Singleplayer;Sci-fi;Action;Simulation;First-Person;PvP,3.99,54,24690,740700
Adventure,Mystery;Detective;Investigation;Puzzle;Conspiracy;Point & Click;Story Rich;2D;Thriller;Interactive Fiction,8.09,95,8933,267990
Action,Adventure;Action;Extraction Shooter;Top-Down Shooter;Looter Shooter;Shooter;Third-Person Shooter;Exploration;Survival;Cute,17.99,85,80785,2423550
Action,Cute;Exploration;Adventure;Singleplayer;Open World;First-Person;Colorful;Funny;Sandbox;Simulation,19.99,98,133810,4014300
Action,Open World;Simulation;Singleplayer;First-Person;Realistic;Action;Multiple Endings;1980s;Automobile Sim;FPS,29.99,95,23306,699180
Action,Beat 'em up;Roguelite;Local Co-Op;Fantasy;Hand-drawn;Action;Adventure;Co-op;Fighting;Side Scroller,24.99,85,7877,236310
Action,Action-Adventure;First-Person;Story Rich;Puzzle;Singleplayer;Adventure;Exploration;Historical;Stealth;Open World,69.99,92,11833,354990
Action,Action;Adventure;Singleplayer;Third-Person Shooter;Multiplayer;Action-Adventure;Stealth;Third Person;War;Sniper,49.99,83,4090,122700
Casual,Trivia;Casual;Multiplayer;Indie;Local Multiplayer;Party;Funny;Comedy;Party Game;Board Game,29.99,95,2302,69060
Simulation,Space;Grand Strategy;Simulation;4X;Strategy;Sci-fi;Exploration;Sandbox;Multiplayer;Turn-Based Strategy,15.99,78,2029,60870
Racing,Racing;Multiplayer;Automobile Sim;Simulation;Driving;Sports;First-Person;Realistic;Singleplayer;Third Person,69.99,57,11445,343350
Action,Online Co-Op;Survival Horror;Horror;Co-op;First-Person;Psychological Horror;Atmospheric;Exploration;Open World;Multiplayer,6.99,76,14024,420720
Action,Co-op;Zombies;Gore;First-Person;Action-Adventure;Post-apocalyptic;Horror;Adventure;Action RPG;Dark,49.99,76,17874,536220
Action,Horror;Sci-fi;Action;Space;Survival Horror;Third Person;Atmospheric;Singleplayer;Third-Person Shooter;Gore,7.99,89,22300,669000
Action,Action;Free to Play;Multiplayer;Anime;3D Fighter;PvP;Online Co-Op;Fighting;Controller;Gambling,0,71,0,0
RPG,Open World;RPG;VR;Singleplayer;Adventure;Fantasy;Magic;First-Person;Action;Dragons,59.99,56,8908,267240
Adventure,Free to Play;VR;Multiplayer;Online Co-Op;Funny;First-Person;Massively Multiplayer;Casual;Sandbox;Adventure,0,82,110,3300
Simulation,Early Access;Tower Defense;Automation;Base Building;RTS;Resource Management;Roguelite;Crafting;Procedural Generation;Roguelike,11.99,93,1054,31620
Action,Tactical;Realistic;Military;FPS;Shooter;Multiplayer;Singleplayer;Simulation;Action;Co-op,29.99,79,20655,619650
Casual,PvP;Cooking;Simulation;Resource Management;Immersive Sim;Indie;3D;Family Friendly;Strategy;Singleplayer,11.99,73,0,0
Action,Anime;Female Protagonist;Action;Third-Person Shooter;Story Rich;Singleplayer;Sexual Content;Great Soundtrack;Visual Novel;Violent,2.99,69,6452,193560
RPG,Open World;Post-apocalyptic;Singleplayer;Exploration;RPG;Adventure;Atmospheric;Shooter;First-Person;Story Rich,19.99,18,677,20310
RPG,RPG;Open World;Post-apocalyptic;Singleplayer;Action;Shooter;Atmospheric;Exploration;FPS;Story Rich,34.99,33,2437,73110
Casual,Puzzle;Relaxing;Cute;Casual;Singleplayer;Point & Click;Atmospheric;Wholesome;Life Sim;Family Friendly,14.99,93,15287,458610
Simulation,Simulation;Trains;Singleplayer;Realistic;Driving;Relaxing;Casual;Open World;Moddable;Building,29.99,85,19091,572730
Action,Action;Adventure;Vampire;Action-Adventure;Story Rich;3D;Stylized;Horror;Singleplayer;Linear,24.99,97,368,11040
Adventure,Horror;Supernatural;Demons;Mystery;Atmospheric;Surreal;Simulation;Singleplayer;First-Person;Multiplayer,24.99,79,6946,208380
Action,Multiplayer;Co-op;Online Co-Op;Local Co-Op;Casual;Trains;Local Multiplayer;Action;Procedural Generation;Indie,2.99,95,13538,406140
Action,Early Access;Co-op;Puzzle;Horror;Exploration;Online Co-Op;Co-op Campaign;Psychological Horror;Atmospheric;Stealth,5.99,82,494,14820
Indie,Simulation;Design & Illustration;Singleplayer;Building;Relaxing;Sandbox;Casual;Immersive Sim;Education;Multiplayer,24.99,93,90351,2710530
Racing,Early Access;Racing;Simulation;Automobile Sim;Sports;Driving;VR;Realistic;Multiplayer;Physics,39.99,36,14751,442530
Action,RPG;Open World;Dark Fantasy;Adventure;Exploration;First-Person;Story Rich;Magic;3D;Character Customization,9.99,85,4458,133740
Action,Open World;Action-Adventure;Co-op;Multiplayer;FPS;Shooter;Exploration;Story Rich;First-Person;Realistic,59.99,82,167887,5036610
Action,Action;FPS;Demons;Dark Fantasy;Singleplayer;Gore;Sci-fi;Cinematic;First-Person;Shooter,69.99,89,25609,768270
Action,Party Game;LEGO;Party;Multiplayer;Local Multiplayer;Casual;4 Player Local;Funny;Minigames;Arcade,39.99,94,955,28650
Action,FPS;Co-op;Zombies;PvE;Shooter;First-Person;Horror;Gore;Cyberpunk;Action,39.99,43,14922,447660
Strategy,Strategy;Warhammer 40K;4X;Turn-Based Strategy;Turn-Based;Multiplayer;Hex Grid;Sci-fi;Turn-Based Tactics;Wargame,39.99,78,7845,235350
Adventure,Open World Survival Craft;Survival;Multiplayer;Open World;Crafting;First-Person;Adventure;Exploration;Realistic;Singleplayer,19.99,79,42845,1285350
Strategy,Free to Play;Card Game;Anime;Strategy;Multiplayer;Trading Card Game;Singleplayer;Turn-Based;Competitive;Casual,0,71,0,0
Action,FPS;Co-op;Online Co-Op;Roguelite;PvE;Roguelike;Multiplayer;Looter Shooter;Indie;Action,24.99,79,3961,118830
Indie,Turn-Based Tactics;Dark Fantasy;Roguelite;Dungeon Crawler;Lovecraftian;Singleplayer;Roguelike;Perma Death;Turn-Based;Turn-Based Combat,39.99,71,22589,677670
Action,Simulation;Destruction;Multiplayer;Online Co-Op;Exploration;Management;Building;Realistic;First-Person;Indie,11.99,64,3358,100740
Adventure,Open World Survival Craft;Agriculture;Relaxing;Farming Sim;Co-op;Life Sim;Farming;Crafting;Simulation;Sandbox,19.99,90,23998,719940
Action,Action;Shooter;Simulation;FPS;Indie;First-Person;Software Training;Singleplayer;Controller;Multiplayer,9.99,96,35446,1063380
Casual,Early Access;Simulation;Creature Collector;Collectathon;Immersive Sim;Casual;Relaxing;Management;Science;Strategy,12.99,71,382,11460
RPG,RPG;Story Rich;Choices Matter;Detective;Isometric;Atmospheric;Singleplayer;Point & Click;CRPG;Political,39.99,89,112534,3376020
Action,3D Platformer;Action-Adventure;Remake;Family Friendly;Singleplayer;Choose Your Own Adventure;Side Scroller;Exploration;Puzzle Platformer;Cartoon,19.99,93,1154,34620
Action,Heist;Co-op;Crime;Action;Multiplayer;FPS;Shooter;Stealth;Tactical;America,29.99,57,47279,1418370
Adventure,Adventure;Co-op Campaign;LEGO;Local Co-Op;Online Co-Op;Casual;Puzzle;3D Platformer;Puzzle Platformer;Abstract,17.49,92,1457,43710
Indie,Turn-Based Combat;Dungeon Crawler;Dark Fantasy;Roguelike;RPG;Lovecraftian;Difficult;Turn-Based;Singleplayer;Perma Death,24.99,90,136888,4106640
Action,Early Access;Multiplayer;Horror;Survival Horror;Online Co-Op;Co-op;PvP;PvE;Atmospheric;FPS,19.99,88,17407,522210
Massively Multiplayer,RPG;Action;Action RPG;2D Platformer;2D;Cartoony;Funny;Character Customization;Combat;PvE,0,54,0,0
Action,Adventure;MMORPG;Fantasy;Action;CRPG;Choose Your Own Adventure;3D;RPG;Exploration;Third Person,19.99,91,2690,80700
Strategy,Strategy;Real Time Tactics;RTS;Trains;Historical;Singleplayer;Choices Matter;War;3D;World War I,13.19,82,4209,126270
Indie,Dice;Roguelike;Roguelike Deckbuilder;Deckbuilding;Board Game;Singleplayer;Replay Value;Casual;Pixel Graphics;Strategy,12.99,89,577,17310
Simulation,Football (Soccer);Free to Play;Controller;Multiplayer;Sports;eSports;Simulation;PvP;Local Multiplayer;Singleplayer,0,65,1209,36270
Strategy,Early Access;RTS;Base Building;Strategy;Sci-fi;Management;Resource Management;Tower Defense;Action RTS;Colony Sim,19.99,88,272,8160
Casual,Building;Design & Illustration;Relaxing;Sandbox;Cozy;Casual;Colorful;Atmospheric;Puzzle;Cute,12.99,82,980,29400
Casual,Sandbox;Building;Management;Life Sim;Casual;Simulation;Character Customization;Atmospheric;Immersive Sim;Singleplayer,11.99,83,2101,63030
Adventure,Rhythm;Female Protagonist;Music;Story Rich;Anime;Exploration;LGBTQ+;Arcade;Hand-drawn;Visual Novel,27.99,95,4534,136020
Action,Zombies;World War II;FPS;Multiplayer;Action;Shooter;Singleplayer;Co-op;First-Person;Moddable,19.99,90,44868,1346040
Adventure,Tactical RPG;Turn-Based Tactics;Online Co-Op;Board Game;Dungeons & Dragons;Strategy RPG;Class-Based;Tabletop;VR;Fantasy,29.99,83,934,28020
Simulation,Strategy;City Builder;Real Time Tactics;Medieval;Colony Sim;Building;Sandbox;War;Tower Defense;Economy,19.99,94,9009,270270
Casual,Tower Defense;Multiplayer;Auto Battler;Strategy;PvP;Replay Value;Competitive;Online Co-Op;Co-op;PvE,7.49,82,12165,364950
Action,Metroidvania;Souls-like;Difficult;Hand-drawn;2D;Exploration;Story Rich;Dark Fantasy;Platformer;Action,17.99,75,119,3570
Action,Singleplayer;Third Person;Medieval;Action-Adventure;Historical;Narration;Story Rich;Atmospheric;Drama;Spectacle fighter,22.49,51,417,12510
Casual,Early Access;City Builder;Colony Sim;Strategy;Sandbox;Grand Strategy;4X;Singleplayer;Base Building;Building,24.99,90,7290,218700
Casual,Multiplayer;Simulation;Conversation;Funny;Sandbox;Casual;Cartoony;Online Co-Op;Board Game;Colorful,5.5,88,4049,121470
Action,Fighting;Multiplayer;2D Fighter;Indie;Action;Local Multiplayer;4 Player Local;Fantasy;Combat;2.5D,29.99,70,6229,186870
Action,Souls-like;Difficult;Hack and Slash;Anime;Action RPG;Action-Adventure;Third Person;RPG;Action;Dark Fantasy,59.99,90,19232,576960
Indie,Pixel Graphics;Farming Sim;Dark;Cozy;Survival;Resource Management;Nature;RPG;Agriculture;Life Sim,14.99,96,2234,67020
Adventure,Psychological Horror;Story Rich;Indie;Pixel Graphics;Great Soundtrack;RPG;Multiple Endings;RPGMaker;Hand-drawn;Horror,19.99,95,77223,2316690
Action,Singleplayer;Sniper;World War II;Co-op;Multiplayer;Stealth;Action;Shooter;Third-Person Shooter;Adventure,49.99,87,23071,692130
Adventure,JRPG;RPG;Story Rich;Exploration;Party-Based RPG;Adventure;Fantasy;Puzzle;Singleplayer;Sci-fi,7.99,56,2043,61290
Simulation,City Builder;Strategy;Simulation;Economy;Multiplayer;Resource Management;Sandbox;RTS;Co-op;Singleplayer,59.99,79,28258,847740
Simulation,Sports;Simulation;Strategy;Football (Soccer);Management;Multiplayer;Singleplayer,59.99,50,17729,531870
RPG,RPG;JRPG;Turn-Based;CRPG;Mystery Dungeon;Story Rich;2D;Comic Book;Anime;Top-Down,24.99,72,453,13590
Simulation,City Builder;Simulation;Management;Post-apocalyptic;Colony Sim;Resource Management;Exploration;Cute;Nature;Survival,14.99,92,7309,219270
Action,Action;Adventure;RPG;Action RPG;JRPG;Singleplayer;3D;Action-Adventure;Atmospheric;Character Action Game,29.99,94,516,15480
Action,Crime;Detective;Sandbox;Open World;Top-Down Shooter;Singleplayer;Noir;Investigation;Simulation;3D,22.49,85,6996,209880
Simulation,City Builder;Strategy;Survival;Resource Management;Post-apocalyptic;Simulation;Singleplayer;Steampunk;Management;Base Building,44.99,70,19415,582450
Adventure,Card Battler;Card Game;Story Rich;Deckbuilding;Horror;Puzzle;Dark;Roguelike;Strategy;Roguelite,19.99,94,129955,3898650
Action,Open World Survival Craft;Co-op;Trains;Multiplayer;Survival;Base Building;Open World;Crafting;Online Co-Op;Adventure,29.99,69,7995,239850
Action,2D Fighter;Turn-Based Strategy;Action;Strategy;Spectacle fighter;Pixel Graphics;2D;Turn-Based Tactics;Sandbox;Simulation,4.99,96,34294,1028820
Casual,Casual;Choose Your Own Adventure;Comedy;RPG;2D;Female Protagonist;America;Visual Novel;Satire;Third Person,9.99,92,7679,230370
Action,Narration;Horror;FPS;Shooter;Action-Adventure;First-Person;Story Rich;Linear;Action;Puzzle,17.99,87,2886,86580
Strategy,Tower Defense;Zombies;Strategy;Singleplayer;Casual;Classic;Great Soundtrack;2D;Comedy;Family Friendly,4.99,97,138061,4141830
Indie,Tower Defense;Strategy;2D;Singleplayer;Difficult;Casual;Building;Tactical;Medieval;Action-Adventure,7.49,97,7091,212730
Action,Colorful;Sports;Hockey;Roguelite;Character Customization;Co-op;Choices Matter;Roguelike;Management;RPG,19.99,89,3192,95760
Early Access,Early Access;Parkour;First-Person;Horror;3D Platformer;Roguelike;Platformer;Pixel Graphics;Adventure;Precision Platformer,14.99,94,7833,234990
Action,Multiplayer;Online Co-Op;Co-op Campaign;Tower Defense;Singleplayer;Strategy RPG;Survival;Action RPG;Building;Third Person,0,66,2983,89490
Action,Open World;Parkour;Assassin;Co-op;Stealth;Historical;Action;Adventure;Multiplayer;Third Person,29.99,75,75213,2256390
RPG,RPG;JRPG;Turn-Based;Remake;Classic;Fantasy;Singleplayer;Great Soundtrack;Retro;Adventure,6.39,75,2930,87900
Adventure,Strategy;4X;Wargame;MOBA;Card Battler;Tactical RPG;3D;Split Screen;Cartoony;War,0,30,0,0
Indie,Puzzle;Programming;Automation;Indie;Simulation;Logic;Singleplayer;Steampunk;Great Soundtrack;Difficult,19.99,99,5304,159120
Action,Anime;Multiplayer;Character Customization;Action;Fighting;Ninja;Co-op;PvP;Open World;RPG,19.99,75,42356,1270680
Simulation,Strategy;Simulation;Roguelite;Gambling;Crime;Economy;Management;Roguelike;Anime;3D,19.99,98,378,11340
Adventure,Cozy;Exploration;Crafting;Survival;Cute;Nature;Building;Base Building;Life Sim;2D,19.99,94,2261,67830
Action,Sandbox;Casual;Game Development;Building;Level Editor;Character Customization;Action;3D Platformer;FPS;Third-Person Shooter,0,0,0,0
Casual,Music;Rhythm;Education;Simulation;Rock Music;Casual;Family Friendly;Tutorial;Moddable;Software,9.99,76,15222,456660
Action,Multiplayer;Party;Funny;Local Co-Op;Platformer;Party Game;PvP;Local Multiplayer;Level Editor;4 Player Local,14.99,95,39645,1189350
Action,Sports;Snowboarding;Realistic;Multiplayer;Singleplayer;Open World;Physics;Nature;Character Customization;3D,17.99,92,3635,109050
Adventure,Visual Novel;Choices Matter;Psychological Horror;Horror;Story Rich;Choose Your Own Adventure;Hand-drawn;Romance;Lore-Rich;Point & Click,17.99,94,28545,856350
Action,Action;Hack and Slash;Adventure;Ninja;Gore;Violent;Action-Adventure;Singleplayer;3D;Difficult,69.99,81,7296,218880
Action,Early Access;Extraction Shooter;PvE;Post-apocalyptic;Looter Shooter;Third-Person Shooter;Horror;Difficult;Dystopian ;Third Person,19.49,42,19790,593700
Action,Early Access;Naval;Tactical;Military;Naval Combat;Historical;Simulation;RTS;Strategy;PvE,39.99,91,430,12900
Action,Open World;Action;RPG;Adventure;Vikings;Singleplayer;Multiplayer;Third Person;Action-Adventure;Stealth,59.99,67,37550,1126500
Action,Open World;Adventure;Female Protagonist;Singleplayer;Story Rich;RPG;Action;Post-apocalyptic;Sci-fi;Robots,0,83,95170,2855100
Strategy,Tower Defense;Local Multiplayer;Zombies;Local Co-Op;Retro;Casual;Remake;Comedy;Singleplayer;Cartoony,19.99,77,5586,167580
Action,Open World;Sandbox;RPG;Survival;Strategy;Building;Base Building;Singleplayer;Post-apocalyptic;Crafting,29.99,95,92579,2777370
Action,Dungeon Crawler;Hack and Slash;Adventure;Action;RPG;Action RPG;Loot;Action-Adventure;Exploration;Top-Down,19.99,84,14498,434940
RPG,Sports;RPG;Co-op;Local Co-Op;Golf;Local Multiplayer;Multiplayer;Online Co-Op;Singleplayer,6.99,73,1998,59940
RPG,RPG;Fantasy;Story Rich;Choices Matter;Singleplayer;Party-Based RPG;Real-Time with Pause;Character Customization;Mature;Adventure,7.49,75,27622,828660
Casual,Casual;Wholesome;Relaxing;Simulation;Singleplayer;Shop Keeper;Cozy;Time Management;Crafting;Colorful,9.99,82,1288,38640
Action,Early Access;FPS;Online Co-Op;Action Roguelike;Roguelite;Co-op;Action;Roguelike;Shooter;Multiplayer,14.99,80,159,4770
Action,Simulation;Underwater;Survival;Multiplayer;Early Access;Action;Open World;Indie;Singleplayer;Adventure,14.99,82,19724,591720
Action,Action;RPG;Anime;Open World;Fighting;Singleplayer;Multiplayer;Story Rich;Adventure;JRPG,19.99,94,43043,1291290
Action,Hack and Slash;Spectacle fighter;Musou;Wargame;Martial Arts;Action RPG;RPG;Strategy;Dating Sim;Historical,69.99,89,18470,554100
Action,Action;Adventure;RPG;Action RPG;Action-Adventure;JRPG;Exploration;Visual Novel;Hack and Slash;3D,69.99,73,0,0
Strategy,Strategy;RTS;Space;Sci-fi;Multiplayer;Singleplayer;Moddable;Mod;Tactical;War,19.99,100,34891,1046730
Sports,Sports;Free to Play;Baseball;Controller;Multiplayer;PvP;3D;Early Access;Simulation;Third Person,0,83,0,0
Action,Strategy;Turn-Based Tactics;Tactical;Turn-Based Strategy;Turn-Based Combat;RPG;Tactical RPG;Singleplayer;Strategy RPG;Isometric,13.49,83,10385,311550
Adventure,Idler;Shop Keeper;Crafting;Medieval;Base Building;Management;Economy;Trading;Character Customization;RPG,0,70,0,0
Action,Dark Fantasy;Horror;3D Platformer;Female Protagonist;Hack and Slash;Gothic;Action-Adventure;Singleplayer;Story Rich;Psychological,1.99,88,25136,754080
Casual,Party Game;Comedy;Trivia;Family Friendly;Casual;Colorful;Funny;Indie;Word Game;Local Multiplayer,29.99,90,1118,33540
Adventure,Simulation;Dog;Cats;Cute;Multiplayer;Family Friendly;Realistic;Casual;Life Sim;Management,24.99,83,895,26850
Action,Gore;Violent;VR;Action;Sandbox;Realistic;Blood;Horror;Shooter;Early Access,24.99,77,6629,198870
Action,Multiplayer;Horror;Survival Horror;Online Co-Op;Puzzle;Team-Based;Romance;3D;Free to Play;First-Person,0,83,0,0
Action,Story Rich;Stealth;Atmospheric;Third-Person Shooter;Action;Cinematic;Immersive;Crime;Third Person;Shooter,49.99,64,18247,547410
Action,Souls-like;3D Platformer;Funny;Action RPG;Cartoony;Action-Adventure;Atmospheric;Third Person;Nonlinear;Dark Humor,17.99,90,15803,474090
RPG,Early Access;Auto Battler;Strategy;Roguelike;Turn-Based Tactics;Roguelite;Deckbuilding;Tactical RPG;Party-Based RPG;Tactical,9.99,95,0,0
Action,Action Roguelike;Online Co-Op;Bullet Hell;Roguelite;Co-op;Roguelike;Multiplayer;Magic;Action;Top-Down Shooter,9.99,85,11502,345060
Strategy,Strategy;Base Building;RTS;Multiplayer;Military;City Builder;Historical;War;Free to Play;Singleplayer,0,89,36135,1084050
Action,Puzzle;Puzzle Platformer;First-Person;3D Platformer;Singleplayer;Sci-fi;Comedy;Female Protagonist;Physics;Funny,9.99,98,166415,4992450
Adventure,Choices Matter;Horror;Adventure;Multiple Endings;Choose Your Own Adventure;Singleplayer;Exploration;Interactive Fiction;Atmospheric;Story Rich,59.99,88,3049,91470
Action,FPS;Singleplayer;Multiplayer;Shooter;Action;War;Military;First-Person;Controller;Violent,39.99,75,12533,375990
Action,Early Access;Magic;PvP;Dark Fantasy;Action;Medieval;First-Person;Casual;Combat;Action RPG,2.69,80,17343,520290
Casual,Idler;Clicker;Casual;Pixel Graphics;Horror;Puzzle;Resource Management;Dungeon Crawler;Simulation;PvE,7.99,92,1338,40140
Action,Survival Horror;World War I;Horror;Pixel Graphics;Atmospheric;Isometric;Top-Down;Inventory Management;Psychological Horror;Historical,6.79,86,1725,51750
Indie,Free to Play;MOBA;Anime;Sexual Content;PvP;eSports;Survival;Multiplayer;Top-Down;Action,0,67,107,3210
Action,Action;Adventure;Villain Protagonist;Aliens;Open World;Remake;Singleplayer;Funny;Sci-fi;Comedy,5.99,88,8768,263040
Simulation,Strategy;Automation;Base Building;Programming;Sandbox;City Builder;RTS;Sci-fi;Simulation;Multiplayer,17.99,71,1563,46890
Casual,Cozy;Shop Keeper;Simulation;Puzzle;Nature;3D;Cute;Relaxing;Controller;Stylized,9.59,94,0,0
Strategy,Strategy;Warhammer 40K;Turn-Based Tactics;Turn-Based Strategy;3D;Isometric;Tactical;Sci-fi;Turn-Based Combat;Singleplayer,39.99,88,4786,143580
Action,Open World;RPG;Action RPG;Fantasy;Singleplayer;Action;Adventure;Dragons;Character Customization;Magic,69.99,68,73855,2215650
Adventure,Local Multiplayer;Turn-Based Tactics;Tactical;4X;Turn-Based Strategy;Turn-Based Combat;Fantasy;Strategy RPG;Pixel Graphics;Strategy,7.49,74,11719,351570
Unknown,Sexual Content;Casual;Mahjong;Anime;Thriller;Card Game;Cute;Horror;Strategy;Modern,0,35,0,0
RPG,RPG;Open World;Fantasy;Singleplayer;Adventure;Classic;Choices Matter;Remake;Action RPG;Atmospheric,34.99,89,13992,419760
Simulation,Early Access;Flight;Building;Physics;Sandbox;Transportation;Exploration;Crafting;Open World;Jet,9.99,97,7982,239460
Action,FPS;Fast-Paced;Boomer Shooter;Arcade;Action;Violent;Shooter;First-Person;Gore;Singleplayer,7.99,88,3233,96990
Action,Action;Stealth;Adventure;Action-Adventure;Story Rich;Cinematic;Third-Person Shooter;3D;Military;Exploration,19.99,89,3356,100680
Action,Action;Stealth;Action-Adventure;Adventure;Story Rich;Third-Person Shooter;Cinematic;Exploration;3D;Third Person,19.99,93,2642,79260
Action,Action;Stealth;Action-Adventure;Third-Person Shooter;Adventure;Cinematic;Exploration;Third Person;3D;Survival,19.99,93,4825,144750
Action,Action;Adventure;Action-Adventure;2D Platformer;Exploration;Top-Down Shooter;2D;Cinematic;Top-Down;1990's,59.99,61,118,3540
Action,Adventure;Puzzle Platformer;Casual;Cute;Cozy;Emotional;Cinematic;Story Rich;Anime;Platformer,17.99,92,283,8490
Action,Action;Shooter;First-Person;FPS;RPG;Singleplayer;Fantasy;Adventure;Story Rich;Sci-fi,29.99,88,108154,3244620
Adventure,RPG;Survival Horror;Horror;Pixel Graphics;Lovecraftian;Turn-Based Combat;Adventure;RPGMaker;2D;Atmospheric,9.99,98,10415,312450
Action,Base Building;Tower Defense;Survival;Crafting;Strategy;Resource Management;Building;Action RPG;Exploration;Adventure,17.99,71,285,8550
Action,Fighting;Action;Multiplayer;Competitive;Arcade;Local Multiplayer;Controller;3D Fighter;Singleplayer;Great Soundtrack,9.99,89,67077,2012310
Action,Metroidvania;Souls-like;Pixel Graphics;Dark Fantasy;Gore;2D;Violent;Indie;Difficult;Action,2.49,91,49753,1492590
Action,Early Access;Open World Survival Craft;Co-op;Survival;Underwater;Multiplayer;Base Building;Crafting;Open World;Exploration,19.99,71,19672,590160
RPG,,4.79,0,7730,231900
Action,Simulation;Stealth;Singleplayer;Crime;First-Person;Co-op;Open World;Adventure;Heist;Action,1.99,87,36184,1085520
Adventure,Early Access;Choices Matter;Visual Novel;Horror;Psychological Horror;Story Rich;Dating Sim;Multiple Endings;Well-Written;Interactive Fiction,24.99,98,3953,118590
Indie,City Builder;Strategy;Survival;Building;Colony Sim;Post-apocalyptic;Realistic;Simulation;Base Building;Top-Down,14.99,74,2491,74730
Action,Open World;Anime;JRPG;Turn-Based Combat;Story Rich;Party-Based RPG;Comedy;Pirates;RPG;Team-Based,23.99,61,2395,71850
Indie,Simulation;Flight;Realistic;Physics;3D;Singleplayer;Multiplayer;VR;Local Multiplayer;Racing,69.99,86,813,24390
Adventure,Dinosaurs;Farming Sim;Exploration;Relaxing;Indie;Casual;Simulation;Cute;Singleplayer;Colorful,7.49,93,1921,57630
Action,Beat 'em up;Arcade;Pixel Graphics;Superhero;Co-op;Side Scroller;Retro;Action-Adventure;Action;Comic Book,29.99,90,1630,48900
Action,Tactical;Top-Down;Real Time Tactics;Real-Time with Pause;Military;Action;Moddable;Strategy;Indie;Co-op,24.99,96,11539,346170
Action,Horror;Online Co-Op;Co-op;Puzzle;Psychological Horror;Multiplayer;Procedural Generation;Supernatural;First-Person;Controller,9.99,70,13549,406470
Action,Online Co-Op;Action Roguelike;Third-Person Shooter;Fantasy;Magic;3D;Roguelite;Action;Roguelike;Multiplayer,11.99,90,1188,35640
