Primary_Genre,All_Tags,Price_USD,Review_Score_Pct,Total_Reviews,Estimated_Owners
Adventure,Cute;Funny;Anime;Epic;RPG;Story Rich;Strategy;Lore-Rich;Drama;Singleplayer,0,91,0,0
Adventure,Survival;Base Building;Story Rich;Crafting;Mining;Open World;Exploration;Sandbox;Sci-fi;Narrative,15.99,95,665,19950
Action,RPG;Action;Action RPG;Open World;Singleplayer;Fantasy;Character Customization;Combat;Hack and Slash;Atmospheric,9.99,89,5999,179970
Strategy,Grand Strategy;Resource Management;4X;Strategy;Trading;Historical;Multiplayer;Simulation;Alternate History;Wargame,59.99,45,21801,654030
RPG,Open World;RPG;Story Rich;Atmospheric;Mature;Fantasy;Adventure;Singleplayer;Nudity;Choices Matter,39.99,95,809055,24271650
RPG,RPG;JRPG;Party-Based RPG;2D Platformer;Online Co-Op;PvE;Turn-Based Tactics;2D;Team-Based;Story Rich,0,36,0,0
Action,Roguelite;FPS;Roguelike;Online Co-Op;Co-op;Multiplayer;Looter Shooter;Indie;Action;RPG,19.99,86,87602,2628060
Simulation,Simulation;Sandbox;Strategy;Building;City Builder;3D;Singleplayer;God Game;Economy;Realistic,49.99,81,11270,338100
Racing,Racing;Automobile Sim;Driving;Multiplayer;Realistic;VR;Simulation;Singleplayer;PvP;Immersive Sim,39.99,72,12166,364980
Action,Multiplayer;Simulation;Crime;Online Co-Op;Heist;First-Person;FPS;Co-op Campaign;Action;Action-Adventure,14.99,85,4499,134970
Adventure,Strategy;Tower Defense;2D;Fantasy;Pixel Graphics;Cartoony;Casual;Singleplayer;Tactical;Funny,14.99,96,669,20070
RPG,RPG;JRPG;Female Protagonist;Fantasy;Open World;Great Soundtrack;Singleplayer;Story Rich;Adventure;Anime,7.99,69,3969,119070
Casual,Tower Defense;Strategy;Minimalist;Management;Relaxing;Casual;Arcade;Clicker;Shooter;Combat,5.24,84,1155,34650
Action,Action;Horror;Online Co-Op;Sci-fi;Co-op;Shooter;Third-Person Shooter;Survival;Space;Dark,3.99,60,11324,339720
Action,Metroidvania;Platformer;Souls-like;Difficult;Great Soundtrack;2D;Indie;Singleplayer;Exploration;Atmospheric,14.99,96,475647,14269410
Indie,Simulation;Management;Economy;Post-apocalyptic;Sandbox;Building;Capitalism;Crafting;Immersive Sim;FPS,8.99,84,870,26100
Action,Free to Play;FPS;Hero Shooter;Multiplayer;Action;Team-Based;Shooter;PvP;Futuristic;Stylized,0,78,1623,48690
RPG,RPG;JRPG;Party-Based RPG;Exploration;2D;Turn-Based Combat;Fantasy;Class-Based;Pixel Graphics;Magic,7.79,97,2933,87990
Action,Relaxing;Cute;Open World;Casual;RPG;Co-op;Multiplayer;Simulation;Life Sim;Farming Sim,0,78,0,0
Action,2D;Online Co-Op;Co-op;Beat 'em up;Hack and Slash;Funny;Adventure;4 Player Local;Local Co-Op;Multiplayer,14.99,95,105576,3167280
Strategy,Strategy;RTS;3D;Base Building;Story Rich;Mythology;Lore-Rich;Resource Management;Singleplayer;Fantasy,29.99,87,19108,573240
Action,Open World;Survival;Exploration;Sandbox;Pixel Graphics;Multiplayer;Crafting;Building;Co-op;Base Building,19.99,91,47387,1421610
Action,Souls-like;Action;Co-op;RPG;Adventure;Third-Person Shooter;Multiplayer;Online Co-Op;Shooter;Post-apocalyptic,3.99,74,45623,1368690
Strategy,Strategy;RTS;Historical,34.99,78,717,21510
Strategy,Strategy;Historical;RTS,34.99,83,625,18750
Strategy,Strategy;RTS;Historical,34.99,78,398,11940
RPG,JRPG;RPG;Classic;Story Rich;Great Soundtrack;Time Travel;Singleplayer;Pixel Graphics;Retro;Turn-Based,7.49,88,11410,342300
Casual,Puzzle;Creature Collector;Cooking;Nature;First-Person;Sandbox;Cute;3D;Relaxing;Casual,7.99,99,3126,93780
Action,Swordplay;Medieval;Massively Multiplayer;Hack and Slash;Multiplayer;Gore;Action;Historical;PvP;War,39.99,76,42399,1271970
Simulation,Strategy;Simulation;City Builder;Sandbox;RTS;Building;Economy;Choose Your Own Adventure;Exploration;Historical,59.99,57,10524,315720
Adventure,Puzzle;Exploration;Mystery;Investigation;Roguelite;Singleplayer;Story Rich;First-Person;Indie;Adventure,29.99,82,15020,450600
Action,Horror;Zombies;Survival Horror;Adventure;Classic;Action;Singleplayer;Remake;Third Person;Atmospheric,19.99,76,12081,362430
Action,Multiplayer;Funny;4 Player Local;Online Co-Op;Party Game;Board Game;Minigames;Local Multiplayer;Co-op;Casual,14.99,84,45020,1350600
Casual,Cute;Relaxing;Collectathon;Physics;3D;Casual;Immersive Sim;Funny;Simulation;Colorful,0.99,96,17104,513120
Action,Open World;Superhero;Action;Singleplayer;Story Rich;Adventure;Combat;Action-Adventure;Third Person;Parkour,59.99,96,91197,2735910
Adventure,Pixel Graphics;Management;Casual;Adventure;Relaxing;Exploration;Fishing;RPG;Singleplayer;Underwater,19.99,94,130406,3912180
Action,Action,2.99,89,115,3450
Action,Action,2.99,93,134,4020
Action,Action,2.99,76,0,0
Action,Action,2.99,89,106,3180
Action,Action,2.99,90,190,5700
Action,Action,2.99,88,316,9480
Action,Action,1.99,79,127,3810
Action,Walking Simulator;Action;Adventure;Comedy;Exploration;Casual;Funny;Third Person;3D;Physics,12.99,84,1820,54600
Action,Action;Adventure;Horror;Fishing;Multiplayer;3D;First-Person;Online Co-Op;Co-op;Atmospheric,9.99,92,2098,62940
Indie,VR;Rhythm;Music;Moddable;Fast-Paced;Difficult;Singleplayer;First-Person;Multiplayer;Swordplay,29.99,92,69263,2077890
Action,Action;Anime;Action RPG;Online Co-Op;Combat;Story Rich;Hack and Slash;Singleplayer;RPG;PvE,39.99,70,5832,174960
Action,Racing;Multiplayer;Open World;Driving;Action;Singleplayer;Character Customization;Combat Racing;Controller;Arcade,6.99,57,46156,1384680
Action,Early Access;Stylized;Gun Customization;Difficult;Roguelite;Boomer Shooter;Dungeon Crawler;Shooter;FPS;Roguelike,14.74,80,7249,217470
RPG,Tactical RPG;Turn-Based Tactics;Strategy RPG;RPG;Simulation;2.5D;JRPG;Turn-Based;Fantasy;Singleplayer,19.99,85,3798,113940
Action,Early Access;Online Co-Op;Action Roguelike;Third-Person Shooter;Multiplayer;Roguelite;Action;Co-op;Singleplayer;Funny,14.99,83,2759,82770
Action,Survival;Open World;Base Building;Multiplayer;Vampire;Crafting;Online Co-Op;PvE;PvP;Hack and Slash,34.99,87,107132,3213960
Action,Survival;Open World Survival Craft;Multiplayer;Co-op;Open World;Adventure;Crafting;Online Co-Op;Sandbox;Difficult,14.99,89,363236,10897080
Simulation,Sandbox;Building;Open World;Base Building;Immersive Sim;Automation;Flight;Physics;Programming;Sailing,24.99,92,52111,1563330
Action,Mechs;Simulation;FPS;Action;Shooter;Co-op;Vehicular Combat;First-Person;Moddable;Destruction,29.99,89,12202,366060
Indie,Space;Simulation;Sandbox;Physics;Science;Space Sim;Building;Moddable;Education;Indie,39.99,97,108402,3252060
Casual,Building;Design & Illustration;Relaxing;Sandbox;Cozy;Casual;Medieval;Cute;Indie;Procedural Generation,14.99,96,21345,640350
Action,Mechs;Character Customization;Action;Robots;Third Person;Combat;Fast-Paced;Souls-like;Sci-fi;3D,59.99,90,64712,1941360
Action,Battle Royale;Multiplayer;Martial Arts;Mature;PvP;Action;Character Customization;Female Protagonist;Fighting;Massively Multiplayer,0,65,197558,5926740
Action,Co-op;PvE;Space;FPS;Sci-fi;Action;Action Roguelike;First-Person;Exploration;Roguelite,19.99,79,8535,256050
Action,Space Sim;Sandbox;Economy;Trading;Exploration;Space;Simulation;Open World;Flight;Sci-fi,49.99,77,23224,696720
Action,MOBA;Third Person;Action;Competitive;Sci-fi;PvP;PvE;Hero Shooter;eSports;Character Customization,0,63,8411,252330
Action,LGBTQ+;Fantasy;Singleplayer;RPG;Politics;Action RPG;Strategy;CRPG;Turn-Based Tactics;Character Customization,20.99,62,40213,1206390
Action,Co-op;Action;FPS;Heist;Multiplayer;Looter Shooter;Online Co-Op;Stealth;Crime;Shooter,9.99,91,442710,13281300
Action,Spectacle fighter;Bullet Hell;Hack and Slash;Female Protagonist;Action RPG;Anime;Character Action Game;3D Fighter;Cute;3D,22.49,89,997,29910
Action,Sandbox;Space;Building;Survival;Simulation;Physics;Open World;Base Building;Singleplayer;Multiplayer,19.99,88,101554,3046620
Action,Souls-like;Dark Fantasy;RPG;Difficult;Action;Dark;Fantasy;Atmospheric;Great Soundtrack;Action RPG,39.99,92,94613,2838390
Action,Stealth;Action;Story Rich;Cinematic;Cold War;Remake;Military;Singleplayer;Third-Person Shooter;Action-Adventure,69.99,77,11171,335130
Racing,Racing;Automobile Sim;Simulation;Multiplayer;VR;Driving;Offroad;Sports;Realistic;Singleplayer,13.99,89,37939,1138170
Indie,Early Access;Automation;Building;Physics;Mining;Strategy;Simulation;Crafting;Management;Base Building,14.99,96,3138,94140
Casual,Early Access;Immersive Sim;Simulation;Management;Singleplayer;Economy;Sandbox;Building;Capitalism;Base Building,12.99,96,8669,260070
Adventure,Early Access;Multiplayer;Cozy;Open World;Adventure;Exploration;Cute;Online Co-Op;Atmospheric;Massively Multiplayer,0,85,0,0
Action,Multiplayer;Social Deduction;Conversation;Space;Investigation;Action;Casual;First-Person;Sci-fi;Puzzle,9.99,84,15590,467700
Action,Anime;Action RPG;JRPG;Online Co-Op;Action;Multiplayer;Fantasy;RPG;Female Protagonist;Singleplayer,39.99,92,37698,1130940
Indie,Board Game;Tabletop;Strategy;War;Wargame;Cute;Indie;Turn-Based Strategy;Simulation;PvP,7.49,87,4681,140430
Action,Open World;Shooter;Multiplayer;Co-op;Singleplayer;Military;Action;Stealth;Third-Person Shooter;Tactical,59.99,75,38046,1141380
Action,Survival;Zombies;Open World;Multiplayer;Base Building;Crafting;Sandbox;Isometric;Post-apocalyptic;PvP,19.99,74,8810,264300
Action,Multiplayer;FPS;Singleplayer;Shooter;Military;War;Action;First-Person;PvP;Co-op,1.99,75,64810,1944300
Action,Early Access;Action Roguelike;Looter Shooter;Soundtrack;Multiplayer;Roguelike;Arcade;Third-Person Shooter;3D;Co-op,6.99,99,25466,763980
Action,FPS;Multiplayer;Singleplayer;World War II;Shooter;War;Military;First-Person;Massively Multiplayer;PvP,2.49,58,229055,6871650
Action,Anime;Hack and Slash;Beat 'em up;Pirates;Fighting;Split Screen;Action;PvP;Arcade;Multiplayer,9.99,93,16685,500550
Action,Open World;Shooter;Multiplayer;Co-op;Stealth;Singleplayer;Tactical;Action;Military;Third-Person Shooter,49.99,76,88621,2658630
Adventure,Farming Sim;Life Sim;Relaxing;Dating Sim;Simulation;Agriculture;RPG;Character Customization;Crafting;Singleplayer,29.99,89,20313,609390
Adventure,Multiplayer;Open World Survival Craft;Open World;Survival;Space;Exploration;Base Building;Co-op;Sandbox;Adventure,29.99,89,116395,3491850
Indie,City Builder;Cozy;Building;Voxel;Strategy;Cute;Simulation;Economy;Relaxing;Management,21.24,95,4946,148380
Action,Tower Defense;Co-op;Third-Person Shooter;Roguelite;Action;Strategy;Physics;Funny;Fantasy;PvE,14.99,67,3776,113280
Adventure,Logic;Co-op;Level Editor;Puzzle;Escape Room;Atmospheric;Adventure;Casual;Indie;First-Person,19.99,93,3488,104640
Adventure,Simulation;Building;Driving;Physics;Online Co-Op;Adventure;Automobile Sim;Automation;Multiplayer;Nature,39.99,67,12269,368070
Action,Cute;Relaxing;Singleplayer;Open World;Colorful;First-Person;Creature Collector;Adventure;Simulation;Family Friendly,29.99,91,40668,1220040
Action,Adventure;Multiplayer;Open World;Sandbox;Simulation;Casual;Action;Funny;Co-op;Indie,16.24,97,30309,909270
Indie,Strategy;Card Game;Roguelike;Deckbuilding;Dark Fantasy;Atmospheric;Magic;Singleplayer;2D;Indie,14.39,95,220,6600
Action,Action;Adventure;Horror;Gore,9.99,61,402,12060
Action,Action;Adventure;Gore;Violent,14.99,65,431,12930
Action,Action;Adventure;Horror;Violent;Gore;Survival Horror;VR,29.99,71,452,13560
Action,Adventure;Action;Gore;Violent;Horror;Survival Horror,0,77,710,21300
Action,Action;Gore;Violent;Horror,12.99,24,750,22500
Action,Action;Violent;Gore;Horror;Survival Horror;Third Person;Third-Person Shooter;Female Protagonist;Story Rich,19.99,52,2591,77730
Action,Action;Adventure;Horror,14.99,85,1190,35700
Action,LEGO;Open World;Action-Adventure;3D Platformer;Comic Book;Superhero;Third Person;Action;Funny;Adventure,69.99,0,0,0
Adventure,Early Access;Open World Survival Craft;Building;Colony Sim;Resource Management;Automation;Sandbox;Open World;Survival;Hunting,29.99,79,14281,428430
Action,Fighting;2D Fighter;Great Soundtrack;Anime;PvP;2.5D;Arcade;Multiplayer;Lore-Rich;Action,39.99,87,45545,1366350
Action,Shooter;Realistic;World War II;Multiplayer;FPS;Singleplayer;War;Military;Action;Tactical,49.99,77,96317,2889510
Massively Multiplayer,Free to Play;MMORPG;Open World;Massively Multiplayer;RPG;Multiplayer;Fantasy;Character Customization;Adventure;Story Rich,0,66,0,0
Action,Early Access;Co-op;Action Roguelike;Local Co-Op;Hack and Slash;Multiplayer;Online Co-Op;Casual;Arcade;Crafting,4.94,71,1425,42750
Adventure,RPG;JRPG;3D;Cute;Combat;Singleplayer;Turn-Based;Turn-Based Combat;Time Travel;Party-Based RPG,59.99,87,1641,49230
Casual,Casual;Simulation;Creature Collector;Sandbox;Idler;Cute;2D;Cartoony;Indie;Funny,2.99,92,2040,61200
Action,Psychological Horror;Horror;Female Protagonist;Survival Horror;Story Rich;Souls-like;Action;Psychological;Adventure;Action-Adventure,69.99,78,16192,485760
Action,Action;Shooter;Multiplayer;FPS;Singleplayer;Capitalism;First-Person;Military;Artificial Intelligence;PvP,69.99,40,13189,395670
Casual,Early Access;Open World;Sci-fi;Casual;Sandbox;Space;Space Sim;3D;Flight;Realistic,29.99,96,14035,421050
Action,Action;Battle Royale;Shooter;FPS;Multiplayer;Hero Shooter;Free to Play;Adventure;Massively Multiplayer;Strategy,0,80,0,0
Indie,RPG;Pixel Graphics;Turn-Based;JRPG;Indie;Turn-Based Combat;2D;Retro;Story Rich;Exploration,9.99,77,7280,218400
Casual,Local Multiplayer;Trivia;Multiplayer;Funny;Casual;Board Game;Party Game;Party;Comedy;Indie,24.99,100,5065,151950
Action,Action;RPG;Pirates;FPS;Multiplayer;Co-op;Shooter;Adventure;Open World;Singleplayer,8.79,74,538,16140
Action,Action;RPG;FPS,4.99,61,191,5730
Action,Action;RPG;Co-op;FPS;Funny,8.79,82,507,15210
Action,Action;RPG;FPS;Funny;Co-op,8.79,85,545,16350
Action,Action;RPG;FPS,8.79,43,538,16140
Action,Action;RPG;FPS,4.99,72,235,7050
Action,Action;RPG;Funny;FPS;Fantasy;Co-op,8.79,91,1450,43500
Action,Action;RPG;FPS;Co-op,8.79,73,339,10170
Action,Action;RPG;Multiplayer;FPS;Co-op,8.79,88,628,18840
RPG,Free to Play;Base Building;Survival;Post-apocalyptic;Singleplayer;Management;Simulation;Strategy;2D;Building,0,76,0,0
Action,Roguelike;Co-op;Action Roguelike;Action;Online Co-Op;Multiplayer;Roguelite;Difficult;Singleplayer;Indie,24.99,76,15310,459300
Action,Anime;Fighting;Character Customization;Action;Multiplayer;Adventure;Massively Multiplayer;Co-op;RPG;Online Co-Op,19.99,90,41838,1255140
Action,Free to Play;Multiplayer;MMORPG;FPS;Shooter;Adventure;Action;First-Person;Looter Shooter;Horror,0,65,0,0
Action,Strategy;Fantasy;Turn-Based Strategy;RTS;Grand Strategy;War;Multiplayer;Games Workshop;Action;Turn-Based,59.99,90,87707,2631210
Simulation,Simulation;Physics;Realistic;Automation;Management;Immersive Sim;Singleplayer;3D;Automobile Sim;Building,29.99,65,755,22650
Strategy,Strategy;Auto Battler;Deckbuilding;Card Battler;Card Game;PvP;Asynchronous Multiplayer;PvE;Multiplayer;Fantasy,19.99,57,11014,330420
Casual,Simulation;Driving;Automobile Sim;Trading;Immersive Sim;Life Sim;Open World;Casual;Singleplayer;Management,15.99,85,7640,229200
RPG,RPG;JRPG;Turn-Based Combat;Creature Collector;Fantasy;Anime;Cute;Singleplayer;Open World;Turn-Based,9.99,74,2814,84420
Racing,Racing;Arcade;Driving;Automobile Sim;Management;3D;Stylized;Third Person;Physics;Multiplayer,24.99,72,695,20850
Action,Multiplayer;Gambling;Dark;Horror;First-Person;Strategy;Singleplayer;Indie;3D;Psychological,1.79,93,100219,3006570
Simulation,Sandbox;Life Sim;Building;Simulation;Character Customization;Management;Immersive Sim;Atmospheric;Singleplayer;Story Rich,17.99,80,4092,122760
Action,Action;FPS;Multiplayer;Shooter;First-Person;Singleplayer;War;Military;Co-op;Online Co-Op,19.99,95,34762,1042860
Casual,Simulation;Economy;Management;Building;Singleplayer;Casual;First-Person;Base Building;Open World;Realistic,19.99,91,23258,697740
Action,RPG;JRPG;Platformer;Character Customization;3D;Cute;Third Person;Action;Voxel;Open World,13.99,93,580,17400
Racing,Racing;Automobile Sim;Simulation;VR;Multiplayer;Driving;Realistic;Sports;Controller;Singleplayer,39.99,93,30724,921720
Action,Free to Play;FPS;Multiplayer;Singleplayer;Shooter;Action;First-Person;Open World;Sci-fi;Co-op,0,58,34076,1022280
Action,Exploration;Space;Mystery;Story Rich;Adventure;Great Soundtrack;Atmospheric;Puzzle;Open World;Singleplayer,24.99,94,82065,2461950
Action,Sports;Football (Soccer);Multiplayer;PvP;eSports;Online Co-Op;Arcade;Simulation;Team-Based;Immersive,26.79,67,34382,1031460
Action,Online Co-Op;Horror;Co-op;Funny;Multiplayer;Action;Indie;Action-Adventure;Gore;Team-Based,7.99,87,7768,233040
Indie,Massively Multiplayer;RPG;Indie;MMORPG;Fantasy;Open World;Early Access;Sandbox;Crafting;Sexual Content,24.99,89,3981,119430
Simulation,Base Building;Tower Defense;RTS;Real-Time with Pause;Action RTS;Resource Management;Colony Sim;City Builder;Strategy;Sandbox,7.79,96,1349,40470
Action,Horror;Online Co-Op;Psychological Horror;Multiplayer;Indie;Supernatural;Exploration;Realistic;Adventure;PvE,8.99,83,470,14100
Action,Adventure;RPG;Action;Party-Based RPG;CRPG;Action-Adventure;Isometric;3D;Fantasy;Atmospheric,16.99,86,486,14580
Action,Horror;Survival Horror;Third-Person Shooter;Shooter;Survival;Action;Third Person;Story Rich;Sci-fi;Space,3.99,89,24234,727020
Adventure,Tactical RPG;RPG;Turn-Based Strategy;Story Rich;Fantasy;Character Customization;CRPG;Exploration;Party-Based RPG;Strategy RPG,44.99,92,175935,5278050
Action,Space Sim;Space;Open World;Exploration;Sci-fi;Simulation;Massively Multiplayer;Multiplayer;VR;First-Person,19.99,74,80262,2407860
Adventure,3D;First-Person;Psychological Horror;Physics;Clicker;Surreal;Creature Collector;Colorful;Singleplayer;Adventure,7.99,98,4023,120690
Massively Multiplayer,MMORPG;Free to Play;Open World;Massively Multiplayer;Sandbox;RPG;Multiplayer;Crafting;PvP;Survival,0,72,1885,56550
Action,Racing;Multiplayer;Family Friendly;Combat Racing;Singleplayer;Local Multiplayer;Action-Adventure;Co-op;PvP;Local Co-Op,69.99,89,9829,294870
Action,Gambling;Roguelite;Psychological Horror;Roguelike;Strategy;First-Person;Dark Humor;3D;Horror;Psychological,9.99,91,20700,621000
Adventure,MMORPG;Free to Play;Adventure;Nostalgia;Fantasy;Story Rich;Massively Multiplayer;Multiplayer;RPG;Character Customization,0,62,0,0
Casual,Sexual Content;Nudity;Free to Play;Hentai;Dating Sim;Anime;Mature;Clicker;Cute;NSFW,0,84,562,16860
Casual,Party Game;Party;Funny;Word Game;Board Game;2D;Team-Based;Comedy;Trivia;Family Friendly,29.99,90,3931,117930
Adventure,City Builder;Survival;Open World;Base Building;Medieval;Life Sim;Multiplayer;Building;Crafting;RPG,17.99,69,6093,182790
Action,Naval Combat;Simulation;Strategy;Cold War;Real Time Tactics;Military;Singleplayer;Naval;War;Real-Time,49.99,88,4831,144930
Action,Sports;Action;Flight;Arcade;Third Person;Magic;PvP;Supernatural;Character Customization;PvE,5.99,65,2678,80340
Action,Multiplayer;Singleplayer;FPS;Action;Zombies;Cold War;Shooter;First-Person;Military;Co-op,59.99,83,20374,611220
Adventure,Horror;Atmospheric;Adventure;Singleplayer;Puzzle Platformer;Dark;Puzzle;Indie;Story Rich;Stealth,4.99,96,50784,1523520
RPG,Turn-Based Tactics;Strategy RPG;RPG;JRPG;Strategy;Politics;Pixel Graphics;War;Grid-Based Movement;2D,23.99,93,3017,90510
Action,Fast-Paced;Parkour;Roguelite;Female Protagonist;Action;3D Platformer;Runner;Singleplayer;Adventure;Racing,13.99,89,10974,329220
Adventure,Point & Click;Adventure;Comedy;Puzzle;Funny;Cartoon;3D;Cartoony;Colorful;Comic Book,14.99,91,361,10830
Action,Sports;Shooter;Multiplayer;RTS;Puzzle;Simulation;Racing;Adventure;Action-Adventure;Strategy,5.99,0,0,0
Action,Souls-like;Dark Fantasy;Action;Singleplayer;Action RPG;Story Rich;Third Person;Exploration;Steampunk;Dark,59.99,88,53788,1613640
Racing,Racing;Open World;Multiplayer;Driving;Arcade;Sandbox;Singleplayer;PvP;Online Co-Op;Sports,69.99,71,18589,557670
Indie,Turn-Based Tactics;Rome;Turn-Based Combat;Perma Death;RPG;Management;Fantasy;Turn-Based Strategy;Base Building;Pixel Graphics,9.99,81,328,9840
Action,Action;Singleplayer;Story Rich;Mythology;Adventure;Combat;Third Person;RPG;Hack and Slash;Open World,49.99,95,123557,3706710
Action,Co-op;Multiplayer;Action;Open World;RPG;Character Customization;Third Person;Adventure;Fantasy;Action RPG,29.99,88,312403,9372090
Action,FPS;Multiplayer;Shooter;Military;Singleplayer;War;Action;First-Person;Combat;Team-Based,2.99,59,257423,7722690
Action,Survival Horror;Horror;Sci-fi;Third-Person Shooter;Combat;Difficult;Post-apocalyptic;Story Rich;Atmospheric;Time Travel,59.99,84,6300,189000
Indie,Driving;Transportation;Simulation;Open World;Automobile Sim;Realistic;Moddable;Relaxing;Exploration;Economy,19.99,95,749693,22490790
Action,Survival;Online Co-Op;Post-apocalyptic;Multiplayer;Horror;Open World;Co-op;Survival Horror;PvE;Crafting,12.99,79,14823,444690
Adventure,Farming Sim;Pixel Graphics;Multiplayer;Life Sim;RPG;Dating Sim;Character Customization;Relaxing;Adventure;Fantasy,12.49,66,21206,636180
Action,Singleplayer;Platformer;Puzzle;First-Person;Dark Humor;Story Rich;Puzzle Platformer;Funny;Female Protagonist;3D Platformer,9.99,98,379913,11397390
Indie,Great Soundtrack;Story Rich;Choices Matter;Multiple Endings;Pixel Graphics;Funny;RPG;Singleplayer;Indie;2D,2.49,96,284695,8540850
Action,RPG;JRPG;Party-Based RPG;Action RPG;3D;Cute;Action;Lore-Rich;Story Rich;Fantasy,29.99,77,1990,59700
Action,Looter Shooter;RPG;Co-op;Third-Person Shooter;Action;Adventure;Multiplayer;Loot;Singleplayer;Shooter,7.99,79,45896,1376880
Action,RTS;Strategy;Base Building;Singleplayer;Multiplayer;Isometric;3D;Real-Time;War;Action,29.99,84,9144,274320
Simulation,Simulation;Crime;Multiplayer;Open World;Realistic;Online Co-Op;Investigation;Co-op;Immersive Sim;America,29.99,73,17802,534060
Action,VR;Physics;Sandbox;Action;Shooter;First-Person;FPS;Violent;Action-Adventure;Puzzle,39.99,94,17097,512910
Action,Action Roguelike;Bullet Hell;Roguelite;Pixel Graphics;Vampire;2D;Indie;Singleplayer;Arcade;Casual,4.99,95,246806,7404180
Action,FPS;Dark Fantasy;Extraction Shooter;Roguelite;Souls-like;Shooter;RPG;Early Access;PvE;Exploration,39.99,90,13415,402450
Action,VR;Swordplay;Moddable;Sandbox;Gore;Magic;Action;Violent;Physics;Medieval,29.99,94,57519,1725570
Adventure,Procedural Generation;Turn-Based Combat;Open World;Turn-Based;Transhumanism;Sci-fi;Traditional Roguelike;Replay Value;Roguelike;RPG,23.99,90,11303,339090
Action,Souls-like;Difficult;Action;Singleplayer;Ninja;Stealth;Adventure;Third Person;Open World;Story Rich,59.99,94,251002,7530060
Action,VR;FPS;Story Rich;Horror;Female Protagonist;Shooter;Singleplayer;First-Person;Action;Sci-fi,59.99,96,90346,2710380
Strategy,Tower Defense;Strategy;Singleplayer;2D;Difficult;Medieval;Cartoon;Choices Matter;Adventure;Demons,9.99,93,9444,283320
Action,Psychological Horror;Horror;Survival Horror;Story Rich;Atmospheric;Psychological;Remake;Great Soundtrack;Singleplayer;Third Person,69.99,92,38421,1152630
Action,RPG;Adventure;Story Rich;Fantasy;Character Customization;Singleplayer;Choices Matter;Open World;Exploration;Action,49.99,76,696,20880
Strategy,Strategy;RTS;Singleplayer;Multiplayer;Online Co-Op;Sci-fi;Base Building;Co-op;PvE;Action RTS,29.99,89,10428,312840
Action,Exploration;RPG;JRPG;Farming Sim;Agriculture;Sandbox;Life Sim;Building;Action RPG;Open World,23.99,78,2008,60240
Action,Swordplay;Free to Play;PvP;Medieval;Massively Multiplayer;Wargame;Strategy;Action;Sandbox;MMORPG,0,67,4095,122850
Action,Early Access;RPG;Action RPG;Hack and Slash;Mythology;Action;Dungeon Crawler;Open World;3D;Character Customization,27.99,77,15094,452820
Action,Life Sim;Survival;Nature;Open World;Multiplayer;Co-op;Online Co-Op;PvE;RPG;Realistic,29.99,95,10702,321060
Simulation,City Builder;Strategy;Simulation;Economy;Management;Political Sim;Multiplayer;Sandbox;Politics;Building,11.99,88,19246,577380
Simulation,Simulation;Flight;Realistic;Multiplayer;Open World;VR;Singleplayer;Real-Time;Atmospheric;Physics,59.99,66,67918,2037540
RPG,Tabletop;Level Editor;Fantasy;Software;RPG;Procedural Generation;Moddable;Dungeons & Dragons;Utilities;Top-Down,35.99,91,2471,74130
Indie,Simulation;Management;Building;Sandbox;Automobile Sim;Realistic;Crafting;Strategy;Early Access;Education,29.99,96,15727,471810
Indie,Management;Roguelite;Capitalism;Mining;Economy;Time Management;Roguelike;Perma Death;Nature;Underground,14.99,90,874,26220
Action,Massively Multiplayer;Wargame;Military;Base Building;Open World;Sandbox;World War II;War;Top-Down;Strategy,29.99,64,44061,1321830
Action,Medieval;RPG;Open World;Singleplayer;Realistic;Historical;Story Rich;First-Person;Adventure;Swordplay,29.99,82,136417,4092510
Action,Open World Survival Craft;Survival;Multiplayer;Online Co-Op;Open World;Crafting;Action;Base Building;Singleplayer;Adventure,2.49,80,71698,2150940
Indie,Roguelike Deckbuilder;Tower Defense;Auto Battler;Automation;Strategy;Inventory Management;Programming;Deckbuilding;Roguelike;Roguelite,5.59,90,133,3990
Adventure,Adventure;Horror;RPG;LGBTQ+;Dating Sim;Exploration;2D;Choices Matter;Multiple Endings;Female Protagonist,9.99,90,1967,59010
Indie,Co-op;Local Multiplayer;Puzzle;Party Game;Board Game;Local Co-Op;Multiplayer;Party;VR;Casual,14.99,97,13925,417750
Indie,Simulation;Online Co-Op;Cooking;Multiplayer;Management;Co-op;Indie;First-Person;3D;Singleplayer,14.99,71,7657,229710
Action,Free to Play;Superhero;MMORPG;Massively Multiplayer;Character Customization;Action;Comic Book;RPG;Multiplayer;Adventure,0,75,215,6450
Action,Multiplayer;Fighting;Local Multiplayer;2D Fighter;Deckbuilding;Roguelite;Action;Indie;PvP;Card Battler,2.99,96,33472,1004160
RPG,RPG;JRPG;3D;Fantasy;PvP;Singleplayer;Multiplayer;Story Rich;Adventure;Exploration,29.99,85,1274,38220
Action,Simulation;Crime;Gore;Singleplayer;First-Person;Relaxing;Mature;Atmospheric;Action;Funny,24.99,98,27610,828300
RPG,RPG;Robots;Post-apocalyptic;Open World;Action;Singleplayer;Adventure;FPS;Sci-fi;Atmospheric,9.99,75,2938,88140
RPG,RPG;Open World;Post-apocalyptic;Sandbox;FPS;Singleplayer;Base Building,4.99,39,2054,61620
